cve_mun_full,Municipio,Escuelas,Alumnos,Alumnos Mujeres,Alumnos Hombres,Docentes¹,no_asistencia_3_5_pct,no_asistencia_6_11_pct,no_asistencia_12_14_pct,asistencia_15_17_pct,analfabetismo_pct,grado_escolaridad,marginacion,electricidad_pct,computadoras_pct,internet_pct,infra_adaptada_pct,material_adaptado_pct,agua_potable_pct,lavabo_manos_pct,indice_infra_sep,asistencia_primaria_pct,NOM_MUN_CLEAN,temp_media_anual,ZON_TER,escuelas_infied,luz_con_pct_infied,agua_red_pct_infied,bebederos_con_pct_infied,techumbre_con_pct_infied,ambito_urbano_pct_infied,ambito_rural_pct_infied,ambito_predominante_infied,control_predominante_infied
08003,BOCOYNA,1,3267,2470,797,47,30.3,6.0,8.4,74.1,3.3,9.13,Muy bajo,93.3,33.3,46.7,26.7,0.0,80.0,80.0,0.5,94.0,Allende,17.0,Templado,,,,,,,,,
08004,CAMARGO,1,1745,1248,497,35,39.2,7.1,11.2,62.8,1.1,9.15,Muy bajo,92.9,35.7,42.9,21.4,0.0,92.9,92.9,0.5,92.9,Aquiles Serdán,17.0,Templado,3.0,100.0,100.0,66.67,33.33,66.67,33.33,URBANO,PÚBLICO
08005,CHIHUAHUA,19,47379,23414,23965,597,66.7,10.3,22.3,55.4,4.7,7.76,Muy bajo,86.4,45.5,22.7,22.7,0.0,81.8,81.8,0.5,89.7,Ascensión,17.0,Templado,,,,,,,,,
08006,CUAUHTÉMOC,6,7094,4872,2222,109,51.9,5.2,12.8,72.4,4.6,6.88,Bajo,100.0,66.7,33.3,11.1,11.1,100.0,100.0,0.6,94.8,Bachíniva,11.0,Semifrio,,,,,,,,,
08007,DELICIAS,5,4381,2429,1952,63,64.8,25.3,30.3,44.3,26.0,5.38,Muy alto,75.5,44.7,14.9,9.6,1.1,40.4,55.3,0.3,74.7,Balleza,13.0,Templado,,,,,,,,,
08008,GUACHOCHI,2,1898,1067,831,36,71.8,31.7,39.6,33.7,45.5,3.59,Muy alto,61.5,28.6,3.3,1.1,0.0,26.4,39.6,0.2,68.3,Batopilas de Manuel Gómez Morín,13.0,Templado,,,,,,,,,
08009,GUERRERO,1,2171,1924,247,28,40.3,7.4,11.8,71.0,9.5,7.93,Alto,79.6,52.4,10.7,16.5,4.9,49.5,69.9,0.4,92.6,Bocoyna,11.0,Semifrio,3.0,100.0,100.0,100.0,0.0,0.0,100.0,RURAL,PÚBLICO
08010,HIDALGO DEL PARRAL,8,6617,4391,2226,106,58.8,8.9,20.0,58.2,3.7,7.87,Muy bajo,92.0,44.0,12.0,28.0,4.0,84.0,92.0,0.5,91.1,Buenaventura,17.0,Templado,1.0,100.0,100.0,100.0,100.0,100.0,0.0,URBANO,PÚBLICO
08011,JIMÉNEZ,1,2567,2042,525,31,45.0,6.9,11.4,69.1,2.4,9.49,Muy bajo,94.3,62.3,49.1,30.2,22.6,92.5,92.5,0.6,93.1,Camargo,17.0,Templado,5.0,100.0,100.0,80.0,80.0,80.0,20.0,URBANO,PÚBLICO
08012,JUÁREZ,20,43056,20864,22192,368,77.2,37.3,41.2,40.8,35.1,4.63,Muy alto,72.7,33.3,15.2,3.0,3.0,66.7,69.7,0.4,62.7,Carichí,11.0,Semifrio,,,,,,,,,
08013,MADERA,1,1858,1642,216,41,60.3,4.0,9.4,70.6,3.7,8.5,Muy bajo,81.0,42.9,23.8,19.0,4.8,76.2,90.5,0.5,96.0,Casas Grandes,11.0,Semifrio,1.0,100.0,100.0,100.0,100.0,100.0,0.0,URBANO,PÚBLICO
08014,MEOQUI,1,3974,3236,738,46,57.9,4.9,10.4,79.1,3.6,8.0,Bajo,75.0,25.0,50.0,0.0,0.0,75.0,75.0,0.4,95.1,Coronado,17.0,Templado,2.0,100.0,100.0,50.0,100.0,0.0,100.0,RURAL,PÚBLICO
08015,NUEVO CASAS GRANDES,1,3826,2992,834,34,40.7,11.0,21.3,63.5,6.5,6.97,Bajo,66.7,55.6,22.2,0.0,0.0,55.6,66.7,0.4,89.0,Coyame del Sotol,17.0,Templado,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
08016,OJINAGA,1,331,283,48,12,39.2,6.8,10.1,72.9,3.4,8.45,Muy bajo,100.0,83.3,66.7,16.7,0.0,100.0,83.3,0.6,93.2,La Cruz,17.0,Templado,2.0,100.0,100.0,50.0,100.0,50.0,50.0,RURAL,PÚBLICO
09001,ÁLVARO OBREGÓN,11,4235,1902,2333,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09002,AZCAPOTZALCO,15,7262,3384,3878,155,23.1,5.1,6.2,84.3,1.0,11.91,Muy bajo,99.5,75.3,54.5,37.9,33.3,99.5,98.5,0.7,94.9,Azcapotzalco,15.0,Templado,,,,,,,,,
09003,BENITO JUÁREZ,15,6763,4587,2176,121,20.7,4.5,5.9,84.5,1.1,12.51,Muy bajo,100.0,79.4,68.7,38.1,32.7,99.3,98.2,0.7,95.5,Coyoacán,15.0,Templado,,,,,,,,,
09004,COYOACÁN,27,12297,6542,5755,217,27.4,5.7,7.1,80.7,1.5,11.44,Muy bajo,100.0,85.8,74.5,48.9,44.0,99.3,99.3,0.8,94.3,Cuajimalpa de Morelos,15.0,Templado,,,,,,,,,
09005,CUAJIMALPA DE MORELOS,7,124,73,51,16,29.3,4.4,6.0,81.9,1.5,11.11,Muy bajo,99.7,76.9,61.2,34.7,28.0,99.2,97.0,0.7,95.6,Gustavo A. Madero,15.0,Templado,,,,,,,,,
09006,CUAUHTÉMOC,46,14670,9265,5405,392,23.2,3.8,5.3,83.6,1.2,11.52,Muy bajo,99.5,79.6,57.7,37.8,26.4,98.0,98.5,0.7,96.2,Iztacalco,17.0,Templado,,,,,,,,,
09007,GUSTAVO A. MADERO,43,11397,6952,4445,448,34.8,4.6,7.1,78.2,1.8,10.42,Muy bajo,99.2,70.0,54.8,45.2,29.7,97.8,95.8,0.7,95.4,Iztapalapa,15.0,Templado,,,,,,,,,
09008,IZTACALCO,7,4685,2268,2417,81,27.6,4.1,5.9,78.2,1.9,10.84,Muy bajo,100.0,83.2,68.3,48.5,28.7,100.0,97.0,0.8,95.9,La Magdalena Contreras,15.0,Templado,,,,,,,,,
09009,IZTAPALAPA,36,6393,4767,1626,232,31.4,3.2,6.1,75.4,2.8,9.95,Muy bajo,100.0,69.7,62.1,43.9,27.3,97.0,97.0,0.7,96.8,Milpa Alta,15.0,Templado,,,,,,,,,
09010,MIGUEL HIDALGO,11,3597,2246,1351,101,27.8,5.2,7.1,79.8,1.6,11.28,Muy bajo,99.7,77.1,70.1,43.0,32.9,99.1,98.8,0.7,94.8,Álvaro Obregón,15.0,Templado,,,,,,,,,
09011,MILPA ALTA,3,114,71,43,18,31.5,4.4,6.1,79.2,1.7,10.53,Muy bajo,100.0,67.5,63.1,58.0,45.2,96.2,94.3,0.7,95.6,Tláhuac,15.0,Templado,,,,,,,,,
09012,TLÁHUAC,12,3747,2843,904,73,25.8,3.7,6.0,79.9,1.6,11.5,Muy bajo,100.0,74.0,67.9,44.5,35.1,95.8,96.4,0.7,96.3,Tlalpan,15.0,Templado,,,,,,,,,
09013,TLALPAN,11,3534,1872,1662,106,30.5,3.8,6.4,77.9,2.0,10.84,Muy bajo,100.0,76.5,59.9,51.9,38.5,96.8,97.3,0.7,96.2,Xochimilco,15.0,Templado,,,,,,,,,
09014,VENUSTIANO CARRANZA,12,3732,2110,1622,101,15.9,5.7,6.4,89.0,0.4,14.55,Muy bajo,100.0,85.4,76.9,36.8,30.2,99.5,98.6,0.8,94.3,Benito Juárez,15.0,Templado,,,,,,,,,
09015,XOCHIMILCO,9,944,674,270,65,25.4,5.5,7.6,81.5,0.9,12.41,Muy bajo,98.5,77.3,62.3,29.7,26.4,98.5,97.8,0.7,94.5,Cuauhtémoc,17.0,Templado,,,,,,,,,
10001,DURANGO,28,7508,5034,2474,186,37.2,2.0,5.4,76.6,2.6,9.23,Muy bajo,86.1,58.2,16.5,17.7,5.1,91.1,83.5,0.5,98.0,Canatlán,13.0,Templado,,,,,,,,,
10001,DURANGO,28,7508,5034,2474,186,86.1,58.2,16.5,17.7,5.1,91.1,83.5,86.1,58.2,16.5,17.7,5.1,91.1,83.5,0.5,41.8,Canatlán,13.0,Templado,,,,,,,,,
10002,GÓMEZ PALACIO,6,5016,2155,2861,65,67.4,5.3,18.0,43.1,10.3,6.44,Alto,25.0,21.7,3.3,3.3,1.7,8.3,25.0,0.1,94.7,Canelas,23.0,Cálido,,,,,,,,,
10002,GÓMEZ PALACIO,6,5016,2155,2861,65,25.0,21.7,3.3,3.3,1.7,8.3,25.0,25.0,21.7,3.3,3.3,1.7,8.3,25.0,0.1,78.3,Canelas,23.0,Cálido,,,,,,,,,
10003,LERDO,1,195,112,83,6,43.5,3.5,8.1,56.8,2.4,7.81,Bajo,83.3,45.8,0.0,4.2,4.2,66.7,66.7,0.4,96.5,Coneto de Comonfort,15.0,Templado,,,,,,,,,
10003,LERDO,1,195,112,83,6,83.3,45.8,0.0,4.2,4.2,66.7,66.7,83.3,45.8,0.0,4.2,4.2,66.7,66.7,0.4,54.2,Coneto de Comonfort,15.0,Templado,,,,,,,,,
10004,NOMBRE DE DIOS,1,2322,1493,829,1,42.8,2.7,7.5,72.2,3.0,8.63,Muy bajo,88.6,60.0,14.3,22.9,10.0,77.1,77.1,0.5,97.3,Cuencamé,15.0,Templado,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
10004,NOMBRE DE DIOS,1,2322,1493,829,1,88.6,60.0,14.3,22.9,10.0,77.1,77.1,88.6,60.0,14.3,22.9,10.0,77.1,77.1,0.5,40.0,Cuencamé,15.0,Templado,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
10005,SAN DIMAS,1,39,23,16,1,36.7,2.7,6.5,74.2,1.4,10.74,Muy bajo,94.5,82.7,52.9,45.8,22.5,88.3,88.8,0.7,97.3,Durango,15.0,Templado,19.0,100.0,89.47,36.84,47.37,36.84,63.16,RURAL,PÚBLICO
10005,SAN DIMAS,1,39,23,16,1,94.5,82.7,52.9,45.8,22.5,88.3,88.8,94.5,82.7,52.9,45.8,22.5,88.3,88.8,0.7,17.299999999999997,Durango,15.0,Templado,19.0,100.0,89.47,36.84,47.37,36.84,63.16,RURAL,PÚBLICO
10006,SANTIAGO PAPASQUIARO,3,1785,1211,574,30,32.0,2.0,7.6,65.3,6.3,7.11,Medio,94.6,62.2,8.1,16.2,5.4,81.1,75.7,0.5,98.0,General Simón Bolívar,17.0,Templado,,,,,,,,,
10006,SANTIAGO PAPASQUIARO,3,1785,1211,574,30,94.6,62.2,8.1,16.2,5.4,81.1,75.7,94.6,62.2,8.1,16.2,5.4,81.1,75.7,0.5,37.8,General Simón Bolívar,17.0,Templado,,,,,,,,,
10007,TAMAZULA,2,696,507,189,12,41.8,3.5,10.1,70.4,1.6,10.11,Muy bajo,94.4,68.0,36.7,36.4,19.1,96.9,93.7,0.6,96.5,Gómez Palacio,21.0,Semicálido,3.0,100.0,100.0,66.67,100.0,0.0,100.0,RURAL,PÚBLICO
10007,TAMAZULA,2,696,507,189,12,94.4,68.0,36.7,36.4,19.1,96.9,93.7,94.4,68.0,36.7,36.4,19.1,96.9,93.7,0.6,32.0,Gómez Palacio,21.0,Semicálido,3.0,100.0,100.0,66.67,100.0,0.0,100.0,RURAL,PÚBLICO
10008,VICENTE GUERRERO,2,32,29,3,2,41.1,5.1,10.3,71.9,2.8,9.0,Muy bajo,97.8,84.4,37.8,40.0,13.3,93.3,84.4,0.6,94.9,Guadalupe Victoria,15.0,Templado,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
10008,VICENTE GUERRERO,2,32,29,3,2,97.8,84.4,37.8,40.0,13.3,93.3,84.4,97.8,84.4,37.8,40.0,13.3,93.3,84.4,0.6,15.599999999999994,Guadalupe Victoria,15.0,Templado,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
11001,ACÁMBARO,4,3154,2608,546,7,43.0,3.4,14.4,59.5,7.6,7.73,Bajo,97.4,65.5,40.5,32.8,17.2,95.7,97.4,0.6,96.6,Abasolo,17.0,Templado,5.0,100.0,100.0,40.0,0.0,40.0,60.0,RURAL,PÚBLICO
11002,APASEO EL ALTO,2,98,87,11,12,36.3,3.6,11.2,66.9,7.3,8.34,Muy bajo,98.7,67.5,43.0,36.4,19.9,93.4,97.4,0.7,96.4,Acámbaro,15.0,Templado,7.0,100.0,85.71,28.57,71.43,57.14,42.86,URBANO,PÚBLICO
11003,APASEO EL GRANDE,1,1425,541,884,1,39.8,5.0,12.8,60.2,7.6,8.7,Bajo,95.3,74.8,34.9,28.4,16.9,87.1,91.4,0.6,95.0,San Miguel de Allende,15.0,Templado,6.0,100.0,50.0,16.67,16.67,33.33,66.67,RURAL,PÚBLICO
11004,CELAYA,11,11590,3430,8160,62,37.6,3.6,9.2,66.2,8.0,7.93,Muy bajo,98.9,69.1,35.1,34.0,19.1,100.0,97.9,0.6,96.4,Apaseo el Alto,15.0,Templado,2.0,100.0,50.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
11005,COMONFORT,1,3294,2773,521,1,38.5,4.9,9.5,65.5,5.3,8.85,Muy bajo,91.0,54.0,38.0,38.0,18.0,97.0,96.0,0.6,95.1,Apaseo el Grande,17.0,Templado,,,,,,,,,
11006,CORONEO,1,1323,1014,309,1,28.4,4.4,3.9,80.9,13.2,7.23,Alto,100.0,80.6,93.5,35.5,6.5,38.7,83.9,0.6,95.6,Atarjea,15.0,Templado,2.0,100.0,0.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
11007,DOCTOR MORA,1,1357,758,599,1,32.7,4.8,8.8,73.9,3.4,10.11,Muy bajo,96.7,60.1,62.8,51.8,27.0,97.0,97.0,0.7,95.2,Celaya,15.0,Templado,7.0,100.0,100.0,42.86,28.57,28.57,71.43,RURAL,PÚBLICO
11008,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,2,461,302,159,10,47.9,3.7,17.9,49.3,8.8,7.2,Bajo,93.1,69.0,21.8,23.0,9.2,83.9,95.4,0.6,96.3,Manuel Doblado,19.0,Semicálido,2.0,100.0,100.0,50.0,50.0,50.0,50.0,RURAL,PÚBLICO
11009,GUANAJUATO,6,4842,3060,1782,9,41.6,3.4,10.4,60.0,8.1,8.17,Medio,94.9,56.1,30.6,30.6,10.2,82.7,92.9,0.6,96.6,Comonfort,15.0,Templado,8.0,100.0,87.5,50.0,50.0,25.0,75.0,RURAL,PÚBLICO
11010,IRAPUATO,15,16234,4168,12066,48,41.2,4.1,8.3,72.1,7.7,7.77,Bajo,100.0,75.0,37.5,50.0,12.5,100.0,100.0,0.7,95.9,Coroneo,15.0,Templado,,,,,,,,,
11011,JERÉCUARO,1,1102,758,344,1,35.2,4.6,9.8,67.1,5.0,8.82,Muy bajo,93.5,64.9,53.2,46.8,20.8,96.1,97.4,0.7,95.4,Cortazar,17.0,Templado,2.0,100.0,100.0,0.0,0.0,50.0,50.0,RURAL,PÚBLICO
11012,LEÓN,27,29599,12798,16801,134,40.6,3.7,14.4,58.3,8.3,7.74,Bajo,100.0,47.6,16.7,47.6,16.7,100.0,100.0,0.6,96.3,Cuerámaro,19.0,Semicálido,,,,,,,,,
11013,MOROLEÓN,3,2478,1899,579,10,31.0,3.7,7.1,70.3,9.3,8.06,Bajo,98.1,85.2,100.0,44.4,3.7,100.0,96.3,0.8,96.3,Doctor Mora,15.0,Templado,,,,,,,,,
11014,OCAMPO,1,1482,1000,482,1,,,,,,,,,,,,,,,,,Dolores Hidalgo Cuna de la Independencia Nacional,17.0,Templado,10.0,100.0,90.0,30.0,40.0,30.0,70.0,RURAL,PÚBLICO
11015,PÉNJAMO,1,2780,1719,1061,1,27.9,4.6,7.4,74.5,3.3,10.46,Muy bajo,98.9,69.1,43.1,36.5,26.5,85.6,96.7,0.7,95.4,Guanajuato,15.0,Templado,3.0,100.0,100.0,33.33,100.0,100.0,0.0,URBANO,PÚBLICO
11016,PURÍSIMA DEL RINCÓN,1,3878,2755,1123,1,27.5,2.8,12.0,61.2,6.7,7.8,Bajo,100.0,64.9,18.9,24.3,2.7,100.0,100.0,0.6,97.2,Huanímaro,17.0,Templado,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
11017,SALAMANCA,9,14032,5116,8916,50,38.8,5.7,11.0,68.9,3.9,9.66,Muy bajo,98.7,59.9,53.6,46.4,26.1,96.6,96.3,0.7,94.3,Irapuato,17.0,Templado,24.0,100.0,91.67,29.17,29.17,37.5,62.5,RURAL,PÚBLICO
11018,SALVATIERRA,1,2559,1463,1096,1,33.9,4.2,10.4,66.4,7.0,8.37,Muy bajo,97.0,84.8,48.5,45.5,36.4,100.0,97.0,0.7,95.8,Jaral del Progreso,17.0,Templado,1.0,100.0,100.0,100.0,0.0,0.0,100.0,RURAL,PÚBLICO
11019,SAN FELIPE,2,701,363,338,8,40.0,3.6,16.3,53.4,12.4,7.01,Medio,97.2,64.1,14.8,19.7,11.3,81.0,89.4,0.5,96.4,Jerécuaro,15.0,Templado,,,,,,,,,
11020,SAN FRANCISCO DEL RINCÓN,3,2463,1591,872,6,40.0,5.4,12.2,63.7,3.3,9.75,Muy bajo,96.5,57.9,59.1,56.2,29.5,92.1,96.1,0.7,94.6,León,19.0,Semicálido,32.0,100.0,96.88,71.88,40.62,59.38,40.62,URBANO,PÚBLICO
11021,SAN JOSÉ ITURBIDE,2,2639,1659,980,4,33.6,7.5,12.0,73.4,5.4,8.7,Muy bajo,100.0,72.0,50.0,60.0,34.0,100.0,98.0,0.7,92.5,Moroleón,15.0,Templado,2.0,100.0,100.0,50.0,50.0,100.0,0.0,URBANO,PÚBLICO
11022,SAN LUIS DE LA PAZ,3,1798,1352,446,5,38.6,3.2,18.0,49.4,8.0,7.16,Bajo,94.0,76.0,42.0,36.0,16.0,92.0,88.0,0.6,96.8,Ocampo,13.0,Templado,2.0,100.0,100.0,50.0,0.0,0.0,100.0,RURAL,PÚBLICO
11023,SAN MIGUEL DE ALLENDE,2,2082,1369,713,2,40.5,3.2,13.7,60.0,8.2,7.77,Bajo,93.4,53.3,17.2,22.8,12.6,85.8,94.7,0.5,96.8,Pénjamo,17.0,Templado,10.0,100.0,70.0,10.0,10.0,10.0,90.0,RURAL,PÚBLICO
11024,SANTA CATARINA,1,900,847,53,1,41.8,5.3,15.0,58.5,8.5,7.77,Bajo,100.0,68.2,45.5,31.8,18.2,100.0,100.0,0.7,94.7,Pueblo Nuevo,19.0,Semicálido,2.0,100.0,50.0,50.0,0.0,0.0,100.0,RURAL,PÚBLICO
11025,SANTIAGO MARAVATÍO,1,482,444,38,1,43.4,5.6,22.0,50.3,4.4,7.72,Muy bajo,98.7,41.6,48.1,55.8,14.3,96.1,98.7,0.6,94.4,Purísima del Rincón,19.0,Semicálido,4.0,100.0,100.0,50.0,50.0,25.0,75.0,RURAL,PÚBLICO
11026,SILAO DE LA VICTORIA,2,20163,5818,14345,5,43.3,4.1,13.8,57.0,7.6,7.75,Bajo,100.0,69.3,30.7,41.6,16.8,96.0,98.0,0.6,95.9,Romita,19.0,Semicálido,2.0,100.0,100.0,50.0,100.0,100.0,0.0,URBANO,PÚBLICO
11027,TARANDACUAO,1,391,226,165,1,35.6,4.0,8.7,71.6,5.1,9.37,Muy bajo,93.8,58.8,53.5,58.0,29.6,94.2,97.3,0.7,96.0,Salamanca,17.0,Templado,31.0,100.0,90.32,29.03,45.16,29.03,70.97,RURAL,PÚBLICO
11028,TIERRA BLANCA,1,322,274,48,1,37.7,4.6,9.3,70.1,7.6,8.12,Muy bajo,99.0,60.2,55.3,33.0,15.5,96.1,99.0,0.7,95.4,Salvatierra,15.0,Templado,2.0,100.0,100.0,50.0,0.0,50.0,50.0,RURAL,PÚBLICO
11029,URIANGATO,1,32,22,10,3,29.7,2.4,12.2,55.1,10.3,7.13,Medio,96.0,68.0,17.0,27.0,23.0,91.0,93.0,0.6,97.6,San Diego de la Unión,15.0,Templado,2.0,100.0,50.0,50.0,50.0,0.0,100.0,RURAL,PÚBLICO
11030,VALLE DE SANTIAGO,2,55,33,22,6,34.0,3.2,11.8,56.0,8.7,7.69,Medio,96.3,66.4,25.5,26.6,19.2,76.8,93.4,0.6,96.8,San Felipe,15.0,Templado,6.0,100.0,83.33,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
11031,VICTORIA,1,647,484,163,1,44.1,4.6,21.7,50.5,4.9,8.2,Muy bajo,98.5,53.8,44.7,43.2,14.4,95.5,98.5,0.6,95.4,San Francisco del Rincón,19.0,Semicálido,10.0,100.0,90.0,70.0,10.0,50.0,50.0,RURAL,PÚBLICO
11032,VILLAGRÁN,2,2158,1016,1142,4,36.0,3.4,6.5,75.0,5.8,9.1,Muy bajo,99.1,65.8,76.3,50.0,14.9,98.2,97.4,0.7,96.6,San José Iturbide,13.0,Templado,4.0,100.0,100.0,75.0,50.0,25.0,75.0,RURAL,PÚBLICO
11033,YURIRIA,1,3049,2500,549,2,41.0,3.5,10.3,61.6,8.8,8.23,Bajo,97.4,74.7,79.4,43.8,11.9,87.6,96.4,0.7,96.5,San Luis de la Paz,15.0,Templado,8.0,100.0,87.5,50.0,50.0,12.5,87.5,RURAL,PÚBLICO
12001,ACAPULCO DE JUÁREZ,45,12077,8298,3779,193,33.6,4.0,7.2,80.6,5.8,9.87,Bajo,95.4,54.3,34.2,22.3,14.2,73.6,74.5,0.5,96.0,Acapulco de Juárez,27.0,Muy cálido,31.0,100.0,77.42,41.94,87.1,58.06,41.94,URBANO,PÚBLICO
12002,ARCELIA,1,49,32,17,4,20.3,4.2,19.3,50.6,26.6,5.27,Muy alto,90.2,35.4,0.0,0.0,1.2,47.6,47.6,0.3,95.8,Ahuacuotzingo,19.0,Semicálido,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
12003,ATOYAC DE ÁLVAREZ,4,108,64,44,11,26.9,4.2,11.1,70.0,17.2,6.87,Muy alto,86.6,33.9,4.5,1.8,0.0,41.1,52.7,0.3,95.8,Ajuchitlán del Progreso,17.0,Templado,7.0,100.0,42.86,0.0,85.71,0.0,100.0,RURAL,PÚBLICO
12004,AYUTLA DE LOS LIBRES,6,2067,1383,684,43,30.0,7.6,25.4,34.3,38.7,4.6,Muy alto,87.2,46.8,6.4,2.1,2.1,51.1,31.9,0.3,92.4,Alcozauca de Guerrero,23.0,Cálido,13.0,100.0,84.62,7.69,15.38,7.69,92.31,RURAL,PÚBLICO
12005,CHILAPA DE ÁLVAREZ,6,2048,1449,599,39,12.9,2.7,7.2,71.2,16.3,7.31,Medio,84.6,61.5,7.7,0.0,0.0,69.2,53.8,0.4,97.3,Alpoyeca,23.0,Cálido,4.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
12006,CHILPANCINGO DE LOS BRAVO,21,7304,5296,2008,174,14.7,4.4,11.1,72.7,12.4,7.8,Alto,90.0,23.3,0.0,3.3,0.0,56.7,63.3,0.3,95.6,Apaxtla,27.0,Muy cálido,2.0,100.0,100.0,50.0,50.0,0.0,100.0,RURAL,PÚBLICO
12007,COYUCA DE BENÍTEZ,1,1888,1787,101,16,19.1,3.0,9.5,68.7,10.4,8.41,Medio,96.9,46.9,9.2,4.1,6.1,50.0,62.2,0.4,97.0,Arcelia,25.0,Cálido,6.0,100.0,83.33,16.67,83.33,16.67,83.33,RURAL,PÚBLICO
12008,EDUARDO NERI,5,72,43,29,10,15.8,4.3,13.2,53.0,16.2,6.46,Alto,100.0,50.0,0.0,3.8,3.8,65.4,69.2,0.4,95.7,Atenango del Río,27.0,Muy cálido,2.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
12009,FLORENCIO VILLARREAL,1,30,17,13,1,24.0,4.9,14.7,51.1,29.5,5.93,Muy alto,94.4,33.3,0.0,0.0,0.0,33.3,22.2,0.3,95.1,Atlamajalcingo del Monte,19.0,Semicálido,14.0,100.0,57.14,0.0,35.71,0.0,100.0,RURAL,PÚBLICO
12010,HUAMUXTITLÁN,1,11,10,1,2,27.9,3.6,16.0,54.4,30.6,5.32,Muy alto,96.4,34.5,1.2,6.0,1.2,42.9,34.5,0.3,96.4,Atlixtac,23.0,Cálido,13.0,100.0,61.54,0.0,23.08,15.38,84.62,RURAL,PÚBLICO
12011,HUITZUCO DE LOS FIGUEROA,1,30,24,6,3,20.9,4.1,7.2,78.8,9.8,8.38,Medio,96.0,44.0,10.7,6.0,5.3,58.7,62.0,0.4,95.9,Atoyac de Álvarez,27.0,Muy cálido,14.0,100.0,100.0,21.43,64.29,7.14,92.86,RURAL,PÚBLICO
12012,IGUALA DE LA INDEPENDENCIA,12,3143,2528,615,111,18.9,3.1,15.2,64.9,17.8,7.23,Muy alto,93.0,31.4,4.1,4.7,4.1,43.0,51.7,0.3,96.9,Ayutla de los Libres,27.0,Muy cálido,39.0,100.0,35.9,2.56,43.59,7.69,92.31,RURAL,PÚBLICO
12013,JUAN R. ESCUDERO,3,60,46,14,6,13.0,2.1,5.9,77.8,16.1,7.48,Alto,94.6,45.9,2.7,8.1,2.7,67.6,56.8,0.4,97.9,Azoyú,27.0,Muy cálido,2.0,100.0,50.0,0.0,50.0,0.0,100.0,RURAL,PÚBLICO
12014,MARQUELIA,1,11,5,6,1,14.7,3.6,6.9,81.4,7.5,9.04,Bajo,95.2,61.9,19.0,28.6,19.0,61.9,76.2,0.5,96.4,Benito Juárez,27.0,Muy cálido,4.0,100.0,100.0,0.0,75.0,25.0,75.0,RURAL,PÚBLICO
12015,OLINALÁ,2,1814,1335,479,21,17.5,2.7,6.1,77.4,7.8,8.09,Bajo,100.0,73.9,17.4,21.7,21.7,95.7,91.3,0.6,97.3,Buenavista de Cuéllar,25.0,Cálido,6.0,100.0,83.33,16.67,100.0,33.33,66.67,RURAL,PÚBLICO
12016,OMETEPEC,2,3933,2749,1184,49,66.4,10.0,23.1,44.5,18.9,5.57,Muy alto,94.2,42.0,0.0,0.0,0.0,18.8,29.0,0.3,90.0,Coahuayutla de José María Izazaga,23.0,Cálido,,,,,,,,,
12017,PETATLÁN,1,18,7,11,4,22.4,6.0,18.5,61.8,11.5,7.48,Medio,94.4,50.0,8.3,8.3,5.6,72.2,66.7,0.4,94.0,Cocula,27.0,Muy cálido,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
12018,PUNGARABATO,6,4698,3781,917,51,11.4,2.9,6.9,78.2,14.4,7.67,Alto,96.7,30.0,0.0,6.7,6.7,73.3,63.3,0.4,97.1,Copala,27.0,Muy cálido,,,,,,,,,
12019,SAN MARCOS,3,1988,1303,685,17,40.7,4.7,26.2,49.4,26.9,5.42,Muy alto,100.0,21.6,2.7,2.7,0.0,51.4,51.4,0.3,95.3,Copalillo,23.0,Cálido,10.0,100.0,70.0,0.0,90.0,20.0,80.0,RURAL,PÚBLICO
12020,TAXCO DE ALARCÓN,8,3991,3360,631,45,22.9,4.0,25.0,39.9,29.9,5.35,Muy alto,92.9,46.4,0.0,0.0,0.0,33.9,42.9,0.3,96.0,Copanatoyac,13.0,Templado,30.0,100.0,50.0,0.0,26.67,0.0,100.0,RURAL,PÚBLICO
12021,TECOANAPA,1,70,25,45,3,31.8,3.1,6.8,77.9,12.2,8.09,Alto,90.0,32.9,7.9,7.1,2.1,59.3,73.6,0.4,96.9,Coyuca de Benítez,27.0,Muy cálido,5.0,100.0,60.0,20.0,60.0,0.0,100.0,RURAL,PÚBLICO
